Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.4-192.168.1.38-17654-64105-6,192.168.1.38,64105,192.168.1.4,17654,6,24-11-2022 20:36,18223,5,5,233,749,233,0,46.6,104.2007678,644,0,149.8,279.9824995,53887.94381,548.7570652,2024.777778,2827.545746,6821,1,11238,2809.5,2847.511018,5742,63,18114,4528.5,3146.778406,6821,1,0,0,0,0,160,180,274.3785326,274.3785326,0,644,89.27272727,198.0868955,39238.41818,0,1,0,0,0,0,0,0,1,98.2,46.6,149.8,0,0,0,0,0,0,5,233,5,749,-1,470,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-192.168.1.103-64104-36866-6,192.168.1.38,64104,192.168.1.103,36866,6,24-11-2022 20:36,114296,4,4,196,710,196,0,49,98,710,0,177.5,355,7926.786589,69.99370057,16328,24070.29908,51382,77,109841,36613.66667,31834.66677,58382,77,62825,20941.66667,26364.20472,51338,4288,0,0,0,0,128,148,34.99685028,34.99685028,0,710,100.6666667,237.5163152,56414,0,1,0,0,0,0,0,0,1,113.25,49,177.5,0,0,0,0,0,0,4,196,4,710,-1,235,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-192.168.1.41-64109-60000-6,192.168.1.38,64109,192.168.1.41,60000,6,24-11-2022 20:36,75616,4,5,216,1135,216,0,54,108,909,0,227,393.608943,17866.58908,119.0224291,9452,21149.95984,61321,1,70493,23497.66667,39576.76988,69192,66,74226,18556.5,28697.26473,61321,1,0,0,0,0,128,180,52.89885738,66.12357173,0,909,135.1,287.0332733,82388.1,0,1,0,0,0,0,0,0,1,150.1111111,54,227,0,0,0,0,0,0,4,216,5,1135,-1,1358,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-192.168.1.41-64110-8009-6,192.168.1.38,64110,192.168.1.41,8009,6,24-11-2022 20:36,28661,5,5,194,155,194,0,38.8,86.75943753,134,0,31,58.29236657,12176.82565,348.9061791,3184.555556,3734.966603,8540,55,23143,5785.75,7920.709622,16926,55,28366,7091.5,1647.499621,8540,5318,0,0,0,0,160,180,174.4530896,174.4530896,0,194,31.72727273,67.05235404,4496.018182,0,1,0,0,0,0,0,0,1,34.9,38.8,31,0,0,0,0,0,0,5,194,5,155,-1,1358,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-192.168.1.49-64111-60000-6,192.168.1.38,64111,192.168.1.49,60000,6,24-11-2022 20:36,15534,4,5,216,1115,216,0,54,108,897,0,223,388.4224504,85683.0179,579.3742758,1941.75,2354.911327,5213,1,10177,3392.333333,5028.953801,9177,60,14457,3614.25,2431.65285,5213,1,0,0,0,0,128,180,257.4996781,321.8745977,0,897,133.1,283.1632627,80181.43333,0,1,0,0,0,0,0,0,1,147.8888889,54,223,0,0,0,0,0,0,4,216,5,1115,-1,1358,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-192.168.1.49-64112-8009-6,192.168.1.38,64112,192.168.1.49,8009,6,24-11-2022 20:36,72049,5,5,194,155,194,0,38.8,86.75943753,134,0,31,58.29236657,4843.925662,138.7944316,8005.444444,16486.6451,51448,62,67637,16909.25,23455.26794,51448,62,20417,5104.25,1134.667462,6719,4283,0,0,0,0,160,180,69.39721578,69.39721578,0,194,31.72727273,67.05235404,4496.018182,0,1,0,0,0,0,0,0,1,34.9,38.8,31,0,0,0,0,0,0,5,194,5,155,-1,1358,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.8-192.168.1.38-41746-64121-6,192.168.1.38,64121,192.168.1.8,41746,6,24-11-2022 20:36,30252,3,5,171,530,171,0,57,98.72689603,431,0,106,186.669494,23172.02168,264.4453259,4321.714286,7200.276122,19772,1,5455,2727.5,3769.586251,5393,62,30252,7563,8507.03454,19772,1,0,0,0,0,96,180,99.16699722,165.2783287,0,431,77.88888889,145.8607593,21275.36111,0,1,0,0,0,0,0,0,1,87.625,57,106,0,0,0,0,0,0,3,171,5,530,-1,429,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.8-192.168.1.38-41746-64121-6,192.168.1.38,64121,192.168.1.8,41746,6,24-11-2022 20:36,2879,1,1,0,0,0,0,0,0,0,0,0,0,0,694.6856547,2879,0,2879,2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,347.3428274,347.3428274,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,2050,0,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.8-192.168.1.38-51648-64122-6,192.168.1.38,64122,192.168.1.8,51648,6,24-11-2022 20:36,120429,2,5,194,126,194,0,97,137.1787156,96,0,25.2,41.6557319,2657.167294,58.12553455,20071.5,43631.12675,108956,1,60,60,0,60,60,120429,30107.25,52637.30224,108956,1,0,0,0,0,64,180,16.60729558,41.51823896,0,194,40,70.66217416,4993.142857,0,1,0,0,0,0,0,0,2,45.71428571,97,25.2,0,0,0,0,0,0,2,194,5,126,-1,429,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.8-192.168.1.38-51648-64122-6,192.168.1.38,64122,192.168.1.8,51648,6,24-11-2022 20:36,2864,2,1,0,0,0,0,0,0,0,0,0,0,0,1047.486034,1432,1947.372075,2809,55,2809,2809,0,2809,2809,0,0,0,0,0,0,0,0,0,64,32,698.3240223,349.1620112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,2057,0,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-192.168.1.103-64092-1877-6,192.168.1.38,64092,192.168.1.103,1877,6,24-11-2022 20:36,5123328,4,6,231,1436,231,0,57.75,115.5,1227,0,239.3333333,491.0249145,325.3744441,1.951856293,569258.6667,1700117.344,5102897,76,16101,5367,8104.933559,14709,211,5123328,1024665.6,2279845.022,5102973,1279,0,0,0,0,128,212,0.780742517,1.171113776,0,1227,151.5454545,367.4159397,134994.4727,0,1,0,0,0,0,0,0,1,166.7,57.75,239.3333333,0,0,0,0,0,0,4,231,6,1436,-1,235,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-192.168.1.103-64090-1877-6,192.168.1.38,64090,192.168.1.103,1877,6,24-11-2022 20:36,5125560,3,6,231,1436,231,0,77,133.3679122,1227,0,239.3333333,491.0249145,325.2327551,1.755905696,640695,1803476.544,5104063,0,14993,7496.5,10229.7138,14730,263,5125560,1025112,2280312.781,5104255,0,0,0,0,0,96,212,0.585301899,1.170603797,0,1227,166.7,383.6494494,147186.9,0,1,0,0,0,0,0,0,2,185.2222222,77,239.3333333,0,0,0,0,0,0,3,231,6,1436,-1,235,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-192.168.1.103-64096-1877-6,192.168.1.38,64096,192.168.1.103,1877,6,24-11-2022 20:36,5122477,4,7,255,2663,255,0,63.75,127.5,1227,0,380.4285714,583.3320544,569.6462864,2.147398612,512247.7,1610712.251,5096398,0,20152,6717.333333,6574.132972,13414,273,5122477,853746.1667,2078540.25,5096536,0,0,0,0,0,140,244,0.780872223,1.366526389,0,1227,243.1666667,468.0912563,219109.4242,0,1,0,0,0,0,0,0,1,265.2727273,63.75,380.4285714,0,0,0,0,0,0,4,255,7,2663,-1,235,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-192.168.1.49-64095-60000-6,192.168.1.38,64095,192.168.1.49,60000,6,24-11-2022 20:36,5122505,4,6,281,1115,281,0,70.25,140.5,897,0,185.8333333,359.1458849,272.522916,1.952169886,569167.2222,1699119.639,5100144,114,16410,5470,8836.298773,15670,146,5122505,1024501,2278419.347,5100258,668,0,0,0,0,128,212,0.780867954,1.171301931,0,897,126.9090909,274.5776592,75392.89091,0,1,0,0,0,0,0,0,1,139.6,70.25,185.8333333,0,0,0,0,0,0,4,281,6,1115,-1,1375,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-192.168.1.49-64098-60000-6,192.168.1.38,64098,192.168.1.49,60000,6,24-11-2022 20:36,5122171,4,6,305,1115,305,0,76.25,152.5,897,0,185.8333333,359.1458849,277.2261996,1.95229718,569130.1111,1699124.946,5100121,136,16386,5462,8561.686458,15347,387,5122171,1024434.2,2278456.628,5100257,670,0,0,0,0,128,212,0.780918872,1.171378308,0,897,129.0909091,276.0161062,76184.89091,0,1,0,0,0,0,0,0,1,142,76.25,185.8333333,0,0,0,0,0,0,4,305,6,1115,-1,1375,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-192.168.1.41-64091-60000-6,192.168.1.38,64091,192.168.1.41,60000,6,24-11-2022 20:36,5125297,4,6,281,1135,281,0,70.25,140.5,909,0,189.1666667,364.0474786,276.2766724,1.951106443,569477.4444,1695724.127,5091383,76,20163,6721,10410.71126,18724,146,5125297,1025059.4,2273193.026,5091459,1370,0,0,0,0,128,212,0.780442577,1.170663866,0,909,128.7272727,278.2157763,77404.01818,0,1,0,0,0,0,0,0,1,141.6,70.25,189.1666667,0,0,0,0,0,0,4,281,6,1135,-1,1375,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-192.168.1.41-64097-60000-6,192.168.1.38,64097,192.168.1.41,60000,6,24-11-2022 20:36,5122173,4,6,281,1135,281,0,70.25,140.5,909,0,189.1666667,364.0474786,276.4451728,1.952296418,569130.3333,1695840.798,5091352,106,20157,6719,10354.44228,18654,134,5122173,1024434.6,2273540.351,5091458,1372,0,0,0,0,128,212,0.780918567,1.171377851,0,909,128.7272727,278.2157763,77404.01818,0,1,0,0,0,0,0,0,1,141.6,70.25,189.1666667,0,0,0,0,0,0,4,281,6,1135,-1,1375,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-192.168.1.41-64100-60000-6,192.168.1.38,64100,192.168.1.41,60000,6,24-11-2022 20:36,5041447,3,6,305,1135,305,0,101.6666667,176.0918321,909,0,189.1666667,364.0474786,285.6322798,1.785201749,630180.875,1775203.924,5023581,1,12219,6109.5,8343.152911,12009,210,5041447,1008289.4,2244685.377,5023702,1,0,0,0,0,96,212,0.59506725,1.190134499,0,909,144,291.170435,84780.22222,0,1,0,0,0,0,0,0,2,160,101.6666667,189.1666667,0,0,0,0,0,0,3,305,6,1135,-1,1375,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-192.168.1.49-64099-60000-6,192.168.1.38,64099,192.168.1.49,60000,6,24-11-2022 20:36,5054982,3,6,281,1115,281,0,93.66666667,162.2354256,897,0,185.8333333,359.1458849,276.163199,1.78042177,631872.75,1771923.726,5017099,1,10001,5000.5,6882.270301,9867,134,5054982,1010996.4,2239538.291,5017158,1,0,0,0,0,96,212,0.593473923,1.186947847,0,897,139.6,286.0094016,81801.37778,0,1,0,0,0,0,0,0,2,155.1111111,93.66666667,185.8333333,0,0,0,0,0,0,3,281,6,1115,-1,1375,1,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.41-239.255.255.250-60000-1900-17,192.168.1.41,60000,239.255.255.250,1900,17,24-11-2022 20:21,412560,11,1,3818,319,367,319,347.0909091,21.96112267,319,319,319,0,10027.63234,29.0866783,37505.45455,68168.48766,202877,1,309947,30994.7,68155.48839,202877,1,0,0,0,0,0,0,0,0,0,88,8,26.66278844,2.423889858,319,367,342.7692308,22.6537482,513.1923077,0,0,0,0,0,0,0,0,0,371.3333333,347.0909091,319,0,0,0,0,0,0,11,3818,1,319,-1,-1,11,0,0,0,0,0,0,0,0,0,Normal Traffic
192.168.1.38-224.0.0.251-5353-5353-17,192.168.1.38,5353,224.0.0.251,5353,17,24-11-2022 20:35,118105666,86,1,23024,45,1440,45,267.7209302,399.3888758,45,45,45,0,195.3250913,0.736628503,1373321.698,1055862.348,6026557,1,1.18E+08,1389478.412,1051380.341,6026557,174,0,0,0,0,0,0,0,0,0,688,8,0.728161509,0.008466994,45,1440,262.6590909,396.1804676,156958.9629,0,0,0,0,0,0,0,0,0,265.6781609,267.7209302,45,0,0,0,0,0,0,86,23024,1,45,-1,-1,86,0,6.74E+07,0,6.74E+07,6.74E+07,6026557,0,6026557,6026557,Normal Traffic
192.168.1.254-192.168.1.255-9431-9431-17,192.168.1.254,9431,192.168.1.255,9431,17,24-11-2022 20:35,119191486,90,1,6750,75,75,75,75,0,75,75,75,0,57.26080133,0.763477351,1324349.844,1124494.924,5940398,912745,1.18E+08,1327679.124,1130419.886,5940398,912745,0,0,0,0,0,0,0,0,0,720,8,0.75508749,0.008389861,75,75,75,0,0,0,0,0,0,0,0,0,0,0,75.82417582,75,75,0,0,0,0,0,0,90,6750,1,75,-1,-1,90,0,1.21E+07,1.21E+07,3.01E+07,4000175,5705481,465099.5382,5940398,5007844,Normal Traffic
192.168.1.4-224.0.0.251-5353-5353-17,192.168.1.4,5353,224.0.0.251,5353,17,24-11-2022 20:35,117958895,54,1,8862,160,197,160,164.1111111,11.73716347,160,160,160,0,76.48427022,0.466264117,2184423.981,2720643.467,2.08E+07,1,1.18E+08,2223702.358,2731177.82,2.08E+07,1,0,0,0,0,0,0,0,0,0,432,8,0.457786587,0.008477529,160,197,163.9642857,11.547474,133.3441558,0,0,0,0,0,0,0,0,0,166.9454545,164.1111111,160,0,0,0,0,0,0,54,8862,1,160,-1,-1,54,0,5.72E+07,0,5.72E+07,5.72E+07,2.08E+07,0,2.08E+07,2.08E+07,Normal Traffic
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,24-11-2022 20:35,119803478,267,1,0,0,0,0,0,0,0,0,0,0,0,2.236996826,448702.1648,1965370.658,1.57E+07,0,1.20E+08,450388.5301,1968881.869,1.57E+07,0,0,0,0,0,0,0,0,0,0,0,0,2.228649823,0.008347003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,1,0,-1,-1,0,0,7781305.75,4662220.998,1.44E+07,4300573,1.23E+07,3969830.677,1.57E+07,5260636,Normal Traffic
192.168.1.38-104.199.65.124-64001-4070-6,192.168.1.38,64001,104.199.65.124,4070,6,24-11-2022 20:35,60302634,12,17,706,8657,493,0,58.83333333,145.5358958,1228,0,509.2352941,571.0191032,155.2668495,0.480907683,2153665.5,1.14E+07,6.01E+07,0,6.03E+07,5479629.455,1.81E+07,6.01E+07,30,6.03E+07,3768902.813,1.50E+07,6.01E+07,0,0,0,0,0,384,564,0.198996283,0.2819114,0,1228,312.1,490.523531,240613.3345,0,1,0,0,0,0,0,0,1,322.862069,58.83333333,509.2352941,0,0,0,0,0,0,12,706,17,8657,-1,16,4,0,203734,0,203734,203734,6.01E+07,0,6.01E+07,6.01E+07,Normal Traffic
192.168.1.43-224.0.0.251-5353-5353-17,192.168.1.43,5353,224.0.0.251,5353,17,24-11-2022 20:35,118777489,12,1,2277,265,302,110,189.75,89.70063849,265,265,265,0,21.40136167,0.109448348,9898124.083,1.81E+07,5.13E+07,921917,6.75E+07,6134720.818,1.31E+07,4.56E+07,921917,0,0,0,0,0,0,0,0,0,96,8,0.101029245,0.008419104,110,302,200.5,86.91972424,7555.038462,0,0,0,0,0,0,0,0,0,215.9230769,189.75,265,0,0,0,0,0,0,12,2277,1,265,-1,-1,12,0,2.10E+07,0,2.10E+07,2.10E+07,4.84E+07,4049845.195,5.13E+07,4.56E+07,Normal Traffic
192.168.1.38-74.125.193.91-53269-443-17,192.168.1.38,53269,74.125.193.91,443,17,24-11-2022 20:35,118829820,121,149,49028,76550,1272,31,405.1900826,493.1085126,1200,25,513.7583893,544.5643269,1056.788607,2.272156938,441746.5428,2164027.683,1.61E+07,0,1.19E+08,989791.0167,3173560.623,1.62E+07,0,1.19E+08,802904.1892,2885894.78,1.62E+07,0,0,0,0,0,968,1192,1.018262924,1.253894014,25,1272,467.8154982,524.9102808,275530.8029,0,0,0,0,0,0,0,0,1,469.5481481,405.1900826,513.7583893,0,0,0,0,0,0,121,49028,149,76550,-1,-1,121,0,924710.4,1307967.803,4278784,74734,1.10E+07,3126380.416,1.61E+07,6109220,Normal Traffic
134.221.96.0-0.0.0.32-0-0-0,134.221.96.0,0,0.0.0.32,0,0,24-11-2022 20:35,77306708,5,1,0,0,0,0,0,0,0,0,0,0,0,0.077612928,1.55E+07,1.47E+07,3.10E+07,2,7.73E+07,1.93E+07,1.38E+07,3.10E+07,2,0,0,0,0,0,0,0,0,0,0,0,0.06467744,0.012935488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,61,0,61,61,2.58E+07,6018540.905,3.10E+07,1.92E+07,Normal Traffic
134.221.96.0-0.0.0.24-0-0-0,134.221.96.0,0,0.0.0.24,0,0,24-11-2022 20:35,79582521,5,1,0,0,0,0,0,0,0,0,0,0,0,0.07539344,1.59E+07,1.41E+07,3.09E+07,269919,7.76E+07,1.94E+07,1.36E+07,3.09E+07,269919,0,0,0,0,0,0,0,0,0,0,0,0.062827866,0.012565573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,2292696,0,2292696,2292696,2.58E+07,5853352.297,3.09E+07,1.94E+07,Normal Traffic
159.134.168.79-192.168.1.38-443-56798-17,192.168.1.38,56798,159.134.168.79,443,17,24-11-2022 20:35,118985353,1556,24553,74832,2.93E+07,1252,31,48.09254499,114.7659737,1200,25,1193.54531,84.27476335,246920.7281,219.4303697,4557.428872,203428.0897,1.10E+07,0,1.19E+08,76507.96977,830883.0629,1.10E+07,0,1.19E+08,4846.259083,210146.1178,1.10E+07,0,0,0,0,0,12448,196424,13.07723985,206.3531299,25,1252,1125.283416,284.6003141,80997.3388,0,0,0,0,0,0,0,0,15,1125.326516,48.09254499,1193.54531,0,0,0,0,0,0,1556,74832,24553,29305118,-1,-1,1556,0,581412.25,1425585.244,5098929,73262,9322719.417,1118408.847,1.10E+07,6864622,Normal Traffic
192.168.1.39-224.0.0.251-5353-5353-17,192.168.1.39,5353,224.0.0.251,5353,17,24-11-2022 20:35,114990136,2,1,1054,410,961,93,527,613.7686861,410,410,410,0,12.73152682,0.026089194,5.75E+07,1.40E+07,6.74E+07,4.76E+07,4.76E+07,4.76E+07,0,4.76E+07,4.76E+07,0,0,0,0,0,0,0,0,0,16,8,0.017392796,0.008696398,93,961,468.5,360.7404422,130133.6667,0,0,0,0,0,0,0,0,0,624.6666667,527,410,0,0,0,0,0,0,2,1054,1,410,-1,-1,2,0,0,0,0,0,5.75E+07,1.40E+07,6.74E+07,4.76E+07,Normal Traffic
192.168.1.115-224.0.0.251-5353-5353-17,192.168.1.115,5353,224.0.0.251,5353,17,24-11-2022 20:35,93183427,6,1,1250,87,273,141,208.3333333,70.89898918,87,87,87,0,14.34804496,0.075120654,1.55E+07,8561018.22,2.69E+07,1130729,7.45E+07,1.49E+07,9419404.092,2.69E+07,1130729,0,0,0,0,0,0,0,0,0,48,8,0.064389132,0.010731522,87,273,178,82.12881868,6745.142857,0,0,0,0,0,0,0,0,0,203.4285714,208.3333333,87,0,0,0,0,0,0,6,1250,1,87,-1,-1,6,0,1130729,0,1130729,1130729,1.84E+07,5422836.424,2.69E+07,1.20E+07,Normal Traffic
192.168.1.38-35.186.224.47-63469-443-6,192.168.1.38,63469,35.186.224.47,443,6,24-11-2022 20:35,93010519,7,9,105,159,35,0,15,18.70828693,35,0,17.66666667,16.80773631,2.838388634,0.172023554,6200701.267,1.28E+07,3.10E+07,1,9.30E+07,1.55E+07,1.69E+07,3.10E+07,32144,9.30E+07,1.16E+07,1.60E+07,3.10E+07,1,0,1,0,0,224,288,0.075260305,0.096763249,0,35,17.58823529,17.15757421,294.3823529,0,0,0,1,1,0,0,0,1,18.6875,15,17.66666667,0,0,0,0,0,0,7,105,9,159,-1,267,3,0,37483.33333,4645.075277,40595,32144,3.10E+07,42479.39552,3.10E+07,3.09E+07,Normal Traffic
192.168.1.38-74.125.193.113-64080-443-6,192.168.1.38,64080,74.125.193.113,443,6,24-11-2022 20:36,61833517,7,6,841,1334,767,0,120.1428571,286.5672862,958,0,222.3333333,390.5246044,35.17509767,0.210241963,5152793.083,1.34E+07,4.50E+07,1,6.18E+07,1.03E+07,1.83E+07,4.50E+07,351,4.51E+07,9019661.6,2.01E+07,4.50E+07,1,0,0,0,0,212,212,0.113207211,0.097034752,0,958,155.3571429,318.0473132,101154.0934,0,1,0,0,0,0,0,0,0,167.3076923,120.1428571,222.3333333,0,0,0,0,0,0,7,841,6,1334,-1,262,2,0,73843,0,73843,73843,4.50E+07,0,4.50E+07,4.50E+07,Normal Traffic
192.168.1.38-209.85.202.95-64088-443-6,192.168.1.38,64088,209.85.202.95,443,6,24-11-2022 20:36,61297778,7,6,873,1382,799,0,124.7142857,298.6082798,990,0,230.3333333,403.8423785,36.78763038,0.212079466,5108148.167,1.34E+07,4.50E+07,81,6.13E+07,1.02E+07,1.82E+07,4.50E+07,283,4.51E+07,9021123.2,2.01E+07,4.50E+07,813,0,0,0,0,212,212,0.114196635,0.09788283,0,990,161.0714286,329.8513568,108801.9176,0,1,0,0,0,0,0,0,0,173.4615385,124.7142857,230.3333333,0,0,0,0,0,0,7,873,6,1382,-1,263,2,0,73836,0,73836,73836,4.50E+07,0,4.50E+07,4.50E+07,Normal Traffic
192.168.1.38-209.85.202.95-64081-443-6,192.168.1.38,64081,209.85.202.95,443,6,24-11-2022 20:36,61795306,7,6,873,1382,799,0,124.7142857,298.6082798,990,0,230.3333333,403.8423785,36.49144484,0.210371966,5149608.833,1.34E+07,4.50E+07,1,6.18E+07,1.03E+07,1.83E+07,4.50E+07,305,4.51E+07,9020157,2.01E+07,4.50E+07,1,0,0,0,0,212,212,0.113277212,0.097094753,0,990,161.0714286,329.8513568,108801.9176,0,1,0,0,0,0,0,0,0,173.4615385,124.7142857,230.3333333,0,0,0,0,0,0,7,873,6,1382,-1,263,2,0,75766,0,75766,75766,4.50E+07,0,4.50E+07,4.50E+07,Normal Traffic
192.168.1.255-192.168.1.38-57621-57621-17,192.168.1.38,57621,192.168.1.255,57621,17,24-11-2022 20:35,111010649,5,1,220,44,44,44,44,0,44,44,44,0,2.378150226,0.054048869,2.22E+07,1.16E+07,3.00E+07,4228539,1.07E+08,2.67E+07,6607121.394,3.00E+07,1.68E+07,0,0,0,0,0,0,0,0,0,40,8,0.045040724,0.009008145,44,44,44,0,0,0,0,0,0,0,0,0,0,0,51.33333333,44,44,0,0,0,0,0,0,5,220,1,44,-1,-1,5,0,4228539,0,4228539,4228539,2.67E+07,6607121.394,3.00E+07,1.68E+07,Normal Traffic
192.168.1.38-31.13.73.52-63990-443-6,192.168.1.38,63990,31.13.73.52,443,6,24-11-2022 20:35,114758006,39,34,2820,2366,562,0,72.30769231,127.1110484,376,0,69.58823529,83.42411455,45.19074687,0.636121196,1593861.194,5713696.999,2.51E+07,0,1.15E+08,3017089.974,7631515.198,2.51E+07,22,1.15E+08,3477509.152,8121169.12,2.51E+07,0,0,0,0,0,1248,1108,0.33984557,0.296275625,0,562,70.08108108,107.8274569,11626.76046,0,1,0,0,0,0,0,0,0,71.04109589,72.30769231,69.58823529,0,0,0,0,0,0,39,2820,34,2366,-1,274,19,0,733200.2,1547382.359,3501046,23449,2.22E+07,2704101.161,2.51E+07,1.81E+07,Normal Traffic
192.168.1.49-224.0.0.251-5353-5353-17,192.168.1.49,5353,224.0.0.251,5353,17,24-11-2022 20:35,65940676,4,1,234,487,84,50,58.5,17,487,487,487,0,10.9340705,0.075825732,1.65E+07,1.46E+07,3.67E+07,3074290,2.93E+07,9762585.333,7094274.239,1.72E+07,3074290,0,0,0,0,0,0,0,0,0,32,8,0.060660585,0.015165146,50,487,201.3333333,221.6679198,49136.66667,0,0,0,0,0,0,0,0,0,241.6,58.5,487,0,0,0,0,0,0,4,234,1,487,-1,-1,4,0,3074290,0,3074290,3074290,2.10E+07,1.42E+07,3.67E+07,9010545,Normal Traffic
192.168.1.38-35.186.224.40-63978-443-6,192.168.1.38,63978,35.186.224.40,443,6,24-11-2022 20:36,90437914,9,11,172,243,43,0,19.11111111,22.6629899,43,0,22.09090909,21.1681579,4.588783417,0.221146189,4759890.211,1.12E+07,3.00E+07,2,9.04E+07,1.13E+07,1.55E+07,3.00E+07,11642,9.04E+07,9043768.5,1.45E+07,3.02E+07,2,0,1,0,0,300,364,0.099515785,0.121630404,0,43,21.80952381,21.33686727,455.2619048,0,0,0,1,1,0,0,0,1,22.9,19.11111111,22.09090909,0,0,0,0,0,0,9,172,11,243,-1,270,4,0,139217,113957.7322,268820,54701,3.00E+07,13772.28995,3.00E+07,3.00E+07,Normal Traffic
192.168.1.25-224.0.0.251-5353-5353-17,192.168.1.25,5353,224.0.0.251,5353,17,24-11-2022 20:35,116426660,13,1,814,61,82,61,62.61538462,5.82435206,61,61,61,0,7.515460806,0.120247373,8955896.923,9353196.822,2.10E+07,917284,1.15E+08,9616804.167,9446725.943,2.10E+07,917284,0,0,0,0,0,0,0,0,0,104,8,0.111658275,0.008589098,61,82,62.4,5.422176685,29.4,0,0,0,0,0,0,0,0,0,66.85714286,62.61538462,61,0,0,0,0,0,0,13,814,1,61,-1,-1,13,0,3123684,2967973.234,5222358,1025010,1.77E+07,6130082.711,2.10E+07,5227467,Normal Traffic
192.168.1.14-224.0.0.251-5353-5353-17,192.168.1.14,5353,224.0.0.251,5353,17,24-11-2022 20:36,99944861,5,1,305,61,61,61,61,0,61,61,61,0,3.662019201,0.060033102,2.00E+07,45105.57496,2.01E+07,2.00E+07,8.00E+07,2.00E+07,50707.60527,2.01E+07,2.00E+07,0,0,0,0,0,0,0,0,0,40,8,0.050027585,0.010005517,61,61,61,0,0,0,0,0,0,0,0,0,0,0,71.16666667,61,61,0,0,0,0,0,0,5,305,1,61,-1,-1,5,0,0,0,0,0,2.00E+07,45105.57496,2.01E+07,2.00E+07,Normal Traffic
