Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.38-192.168.1.103-54060-36670-17,192.168.1.103,36670,192.168.1.38,54060,17,27-11-2022 10:40,202688,3,1,1038,346,346,346,346,0,346,346,346,0,6828.228608,19.73476476,67562.66667,116976.0744,202635,3,202685,101342.5,143249.2273,202635,50,0,0,0,0,0,0,0,0,0,24,8,14.80107357,4.93369119,346,346,346,0,0,0,0,0,0,0,0,0,0,0,432.5,346,346,0,0,0,0,0,0,3,1038,1,346,-1,-1,3,0,0,0,0,0,0,0,0,0,VPN
134.221.96.2-255.21.3.185-0-0-0,134.221.96.2,0,255.21.3.185,0,0,27-11-2022 10:34,65550813,29,1,0,0,0,0,0,0,0,0,0,0,0,0.457660228,2260372.862,3202875.85,1.36E+07,30112,6.25E+07,2232858.179,3258157.017,1.36E+07,30112,0,0,0,0,0,0,0,0,0,0,0,0.442404887,0.015255341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,-1,-1,0,0,5992660.5,5886155.816,1.48E+07,2910066,8316034.2,3333133.363,1.36E+07,5220260,VPN
134.221.96.3-29.36.1.186-0-0-0,134.221.96.3,0,29.36.1.186,0,0,27-11-2022 10:38,59761044,16,1,0,0,0,0,0,0,0,0,0,0,0,0.284466249,3735065.25,8510505.186,3.40E+07,29649,4.91E+07,3270007.667,8596193.611,3.40E+07,29649,0,0,0,0,0,0,0,0,0,0,0,0.26773294,0.016733309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,-1,-1,0,0,4829932,4752362.853,8190360,1469504,1.66E+07,1.54E+07,3.40E+07,5039479,VPN
134.221.96.2-255.21.3.80-0-0-0,134.221.96.2,0,255.21.3.80,0,0,27-11-2022 10:34,67499439,32,1,0,0,0,0,0,0,0,0,0,0,0,0.488892952,2109357.469,2510976.547,9599868,31137,5.90E+07,1904507.194,2264414.374,9599868,31137,0,0,0,0,0,0,0,0,0,0,0,0.474078014,0.014814938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,-1,-1,0,0,9523879.5,5794223.177,1.36E+07,5426745,8920617.333,600619.6544,9599868,8459716,VPN
192.168.1.38-192.168.1.117-54483-54545-6,192.168.1.117,54545,192.168.1.38,54483,6,27-11-2022 10:34,102,0,2,0,0,0,0,0,0,0,0,0,0,0,19607.84314,102,0,102,102,0,0,0,0,0,102,102,0,102,102,0,0,0,0,0,64,0,19607.84314,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2048,0,0,0,0,0,0,0,0,0,0,VPN
134.221.96.7-225.243.3.93-0-0-0,134.221.96.7,0,225.243.3.93,0,0,27-11-2022 10:36,17369486,13,1,0,0,0,0,0,0,0,0,0,0,0,0.806011185,1336114.308,1688317.445,5429662,29063,1.68E+07,1397546.333,1748148.686,5429662,29063,0,0,0,0,0,0,0,0,0,0,0,0.748438958,0.057572228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,-1,-1,0,0,7230629,0,7230629,7230629,5429662,0,5429662,5429662,VPN
192.168.1.14-239.255.255.250-60019-1900-17,192.168.1.14,60019,239.255.255.250,1900,17,27-11-2022 10:26,512680,2,1,250,125,125,125,125,0,125,125,125,0,731.4504174,5.851603339,256340,72988.97617,307951,204729,204729,204729,0,204729,204729,0,0,0,0,0,0,0,0,0,16,8,3.901068893,1.950534446,125,125,125,0,0,0,0,0,0,0,0,0,0,0,166.6666667,125,125,0,0,0,0,0,0,2,250,1,125,-1,-1,2,0,0,0,0,0,0,0,0,0,VPN
192.168.1.38-192.168.1.103-63957-32869-17,192.168.1.103,32869,192.168.1.38,63957,17,27-11-2022 10:34,237597,3,1,1038,346,346,346,346,0,346,346,346,0,5824.989373,16.8352294,79199,137175.8259,237596,0,237596,118798,168005.7428,237596,0,0,0,0,0,0,0,0,0,0,24,8,12.62642205,4.20880735,346,346,346,0,0,0,0,0,0,0,0,0,0,0,432.5,346,346,0,0,0,0,0,0,3,1038,1,346,-1,-1,3,0,0,0,0,0,0,0,0,0,VPN
134.221.96.7-225.243.2.241-0-0-0,134.221.96.7,0,225.243.2.241,0,0,27-11-2022 10:36,3238647,5,1,0,0,0,0,0,0,0,0,0,0,0,1.852625495,647729.4,868409.7881,2160006,29188,3120089,780022.25,942782.1023,2160006,29188,0,0,0,0,0,0,0,0,0,0,0,1.543854579,0.308770916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,VPN
134.221.96.3-29.36.1.230-0-0-0,134.221.96.3,0,29.36.1.230,0,0,27-11-2022 10:38,62011123,14,1,0,0,0,0,0,0,0,0,0,0,0,0.241892088,4429365.929,7380536.217,2.82E+07,2,5.82E+07,4474634.846,7679882.405,2.82E+07,2,0,0,0,0,0,0,0,0,0,0,0,0.225765948,0.016126139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,-1,-1,0,0,3795220,4773897.083,7170875,419565,1.94E+07,1.25E+07,2.82E+07,1.06E+07,VPN
134.221.96.1-245.175.3.141-0-0-0,134.221.96.1,0,245.175.3.141,0,0,27-11-2022 10:37,20520057,13,1,0,0,0,0,0,0,0,0,0,0,0,0.682259313,1578465.923,2266872.087,5460316,3,2.04E+07,1697539.083,2324820.141,5460316,3,0,0,0,0,0,0,0,0,0,0,0,0.633526505,0.048732808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,-1,-1,0,0,4709437,593418.1529,5129047,4289827,5400640,84394.60855,5460316,5340964,VPN
134.221.96.14-75.175.3.161-0-0-0,134.221.96.14,0,75.175.3.161,0,0,27-11-2022 10:34,19260563,14,1,0,0,0,0,0,0,0,0,0,0,0,0.778793434,1375754.5,3035795.139,1.16E+07,2,1.89E+07,1453933.154,3145053.145,1.16E+07,2,0,0,0,0,0,0,0,0,0,0,0,0.726873872,0.051919562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,-1,-1,0,0,7650066,0,7650066,7650066,1.16E+07,0,1.16E+07,1.16E+07,VPN
134.221.96.2-255.21.3.43-0-0-0,134.221.96.2,0,255.21.3.43,0,0,27-11-2022 10:34,67769704,26,1,0,0,0,0,0,0,0,0,0,0,0,0.398408115,2606527.077,3087907.265,1.38E+07,1,5.39E+07,2157589.32,2115172.971,8278903,1,0,0,0,0,0,0,0,0,0,0,0,0.383652259,0.014755856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,-1,-1,0,0,9890173.667,3135738.051,1.31E+07,6780204,8549730.75,3744551.687,1.38E+07,5160827,VPN
192.168.1.38-192.168.1.41-55382-60000-17,192.168.1.41,60000,192.168.1.38,55382,17,27-11-2022 10:32,2991799,3,1,1107,369,369,369,369,0,369,369,369,0,493.3486508,1.336988213,997266.3333,510710.6224,1346101,411071,1757172,878586,661166.0536,1346101,411071,0,0,0,0,0,0,0,0,0,24,8,1.00274116,0.334247053,369,369,369,0,0,0,0,0,0,0,0,0,0,0,461.25,369,369,0,0,0,0,0,0,3,1107,1,369,-1,-1,3,0,0,0,0,0,0,0,0,0,VPN
134.221.96.1-245.175.2.113-0-0-0,134.221.96.1,0,245.175.2.113,0,0,27-11-2022 10:36,20280647,5,1,0,0,0,0,0,0,0,0,0,0,0,0.29584855,4056129.4,3831850.085,1.05E+07,1380282,1.55E+07,3877448.25,4400521.228,1.05E+07,1380282,0,0,0,0,0,0,0,0,0,0,0,0.246540458,0.049308092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,9810170,0,9810170,9810170,1.05E+07,0,1.05E+07,1.05E+07,VPN
134.221.96.3-29.36.2.121-0-0-0,134.221.96.3,0,29.36.2.121,0,0,27-11-2022 10:38,54659360,23,1,0,0,0,0,0,0,0,0,0,0,0,0.439083077,2376493.913,2384443.084,9508562,30438,5.25E+07,2386333.545,2440077.321,9508562,30438,0,0,0,0,0,0,0,0,0,0,0,0.420787949,0.018295128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,-1,-1,0,0,1.71E+07,1.50E+07,2.77E+07,6420308,8294213,1717348.825,9508562,7079864,VPN
134.221.96.7-8.0.0.64-0-0-0,134.221.96.7,0,8.0.0.64,0,0,27-11-2022 10:40,1011871,1,1,0,0,0,0,0,0,0,0,0,0,0,1.976536535,1011871,0,1011871,1011871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988268267,0.988268267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,VPN
134.221.96.2-255.21.4.52-0-0-0,134.221.96.2,0,255.21.4.52,0,0,27-11-2022 10:34,5640388,1,1,0,0,0,0,0,0,0,0,0,0,0,0.354585536,5640388,0,5640388,5640388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177292768,0.177292768,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,5640388,0,5640388,5640388,VPN
192.168.1.38-192.168.1.41-52342-60000-17,192.168.1.41,60000,192.168.1.38,52342,17,27-11-2022 10:21,3182801,3,1,1107,369,369,369,369,0,369,369,369,0,463.7424709,1.256754664,1060933.667,591999.9959,1744156,700102,2444258,1222129,738257.6633,1744156,700102,0,0,0,0,0,0,0,0,0,24,8,0.942565998,0.314188666,369,369,369,0,0,0,0,0,0,0,0,0,0,0,461.25,369,369,0,0,0,0,0,0,3,1107,1,369,-1,-1,3,0,0,0,0,0,0,0,0,0,VPN
134.221.96.2-255.21.2.133-0-0-0,134.221.96.2,0,255.21.2.133,0,0,27-11-2022 10:34,54210552,1,1,0,0,0,0,0,0,0,0,0,0,0,0.036893186,5.42E+07,0,5.42E+07,5.42E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018446593,0.018446593,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,5.42E+07,0,5.42E+07,5.42E+07,VPN
134.221.96.3-29.36.3.4-0-0-0,134.221.96.3,0,29.36.3.4,0,0,27-11-2022 10:38,62011209,16,1,0,0,0,0,0,0,0,0,0,0,0,0.274143986,3875700.563,4933011.899,1.94E+07,119978,5.64E+07,3758008.133,5082847.445,1.94E+07,119978,0,0,0,0,0,0,0,0,0,0,0,0.258017869,0.016126117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,-1,-1,0,0,1.98E+07,0,1.98E+07,1.98E+07,1.03E+07,6337858.12,1.94E+07,5641087,VPN
192.168.1.41-239.255.255.250-60000-1900-17,192.168.1.41,60000,239.255.255.250,1900,17,27-11-2022 10:31,306877,11,1,3818,319,367,319,347.0909091,21.96112267,319,319,319,0,13480.9712,39.1036148,27897.90909,65666.89495,203032,0,306875,30687.5,68528.51069,203032,0,0,0,0,0,0,0,0,0,0,88,8,35.84498024,3.258634567,319,367,342.7692308,22.6537482,513.1923077,0,0,0,0,0,0,0,0,0,371.3333333,347.0909091,319,0,0,0,0,0,0,11,3818,1,319,-1,-1,11,0,0,0,0,0,0,0,0,0,VPN
134.221.96.2-255.21.2.93-0-0-0,134.221.96.2,0,255.21.2.93,0,0,27-11-2022 10:34,38250259,11,1,0,0,0,0,0,0,0,0,0,0,0,0.313723366,3477296.273,1.08E+07,3.62E+07,29654,3.80E+07,3800991.6,1.14E+07,3.62E+07,29654,0,0,0,0,0,0,0,0,0,0,0,0.287579752,0.026143614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,-1,-1,0,0,2071236,0,2071236,2071236,3.62E+07,0,3.62E+07,3.62E+07,VPN
134.221.96.3-29.36.2.54-0-0-0,134.221.96.3,0,29.36.2.54,0,0,27-11-2022 10:38,56789264,13,1,0,0,0,0,0,0,0,0,0,0,0,0.24652547,4368404.923,3748109.635,1.36E+07,2,5.51E+07,4589933.667,3824849.522,1.36E+07,2,0,0,0,0,0,0,0,0,0,0,0,0.228916508,0.017608962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,-1,-1,0,0,3210821,1066258.904,4834252,2279960,8147031.8,3182012.339,1.36E+07,5580259,VPN
134.221.96.14-75.175.2.123-0-0-0,134.221.96.14,0,75.175.2.123,0,0,27-11-2022 10:34,8250214,6,1,0,0,0,0,0,0,0,0,0,0,0,0.84846284,1375035.667,1462599.429,3869706,30512,8189915,1637983,1468140.529,3869706,30512,0,0,0,0,0,0,0,0,0,0,0,0.727253863,0.121208977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,VPN
134.221.96.1-245.175.3.60-0-0-0,134.221.96.1,0,245.175.3.60,0,0,27-11-2022 10:36,29699865,18,1,0,0,0,0,0,0,0,0,0,0,0,0.639733548,1649992.5,2772900.591,9030303,59923,2.94E+07,1731209.118,2836086.676,9030303,59923,0,0,0,0,0,0,0,0,0,0,0,0.606063361,0.033670187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,-1,-1,0,0,1424815.5,1634131.549,2580321,269310,8879789.5,212858.233,9030303,8729276,VPN
134.221.96.2-255.21.2.184-0-0-0,134.221.96.2,0,255.21.2.184,0,0,27-11-2022 10:34,59729582,2,1,0,0,0,0,0,0,0,0,0,0,0,0.050226369,2.99E+07,3.45E+07,5.43E+07,5460087,5.43E+07,5.43E+07,0,5.43E+07,5.43E+07,0,0,0,0,0,0,0,0,0,0,0,0.033484246,0.016742123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,2.99E+07,3.45E+07,5.43E+07,5460087,VPN
134.221.96.1-245.175.2.51-0-0-0,134.221.96.1,0,245.175.2.51,0,0,27-11-2022 10:37,479911,1,1,0,0,0,0,0,0,0,0,0,0,0,4.167439379,479911,0,479911,479911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08371969,2.08371969,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,VPN
134.221.96.3-29.36.2.172-0-0-0,134.221.96.3,0,29.36.2.172,0,0,27-11-2022 10:38,62940803,19,1,0,0,0,0,0,0,0,0,0,0,0,0.317758895,3312673.842,4699395.827,2.03E+07,59900,6.22E+07,3458320.889,4791309.002,2.03E+07,59900,0,0,0,0,0,0,0,0,0,0,0,0.30187095,0.015887945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,-1,-1,0,0,7320242.333,9964867.475,1.88E+07,691027,1.02E+07,6776579.463,2.03E+07,5849916,VPN
134.221.96.14-75.175.2.233-0-0-0,134.221.96.14,0,75.175.2.233,0,0,27-11-2022 10:34,1709148,1,1,0,0,0,0,0,0,0,0,0,0,0,1.170173677,1709148,0,1709148,1709148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585086839,0.585086839,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,VPN
134.221.96.2-255.21.3.134-0-0-0,134.221.96.2,0,255.21.3.134,0,0,27-11-2022 10:34,66810185,33,1,0,0,0,0,0,0,0,0,0,0,0,0.508904443,2024551.061,1955936.723,6389931,2,6.51E+07,2034374.812,1986406.387,6389931,2,0,0,0,0,0,0,0,0,0,0,0,0.493936665,0.014967778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,-1,-1,0,0,1.18E+07,8682469.964,1.77E+07,1830623,5867696.6,530991.4197,6389931,5099685,VPN
134.221.96.7-225.243.3.242-0-0-0,134.221.96.7,0,225.243.3.242,0,0,27-11-2022 10:36,2819517,2,1,0,0,0,0,0,0,0,0,0,0,0,1.064012028,1409758.5,1485271.43,2460004,359513,359513,359513,0,359513,359513,0,0,0,0,0,0,0,0,0,0,0,0.709341352,0.354670676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,VPN
134.221.96.1-245.175.2.192-0-0-0,134.221.96.1,0,245.175.2.192,0,0,27-11-2022 10:36,20640522,11,1,0,0,0,0,0,0,0,0,0,0,0,0.581380645,1876411.091,2729766.042,8910007,91006,2.02E+07,2022040.5,2832026.262,8910007,91006,0,0,0,0,0,0,0,0,0,0,0,0.532932258,0.048448387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,-1,-1,0,0,6179023,0,6179023,6179023,8910007,0,8910007,8910007,VPN
134.221.96.1-245.175.3.114-0-0-0,134.221.96.1,0,245.175.3.114,0,0,27-11-2022 10:37,24629949,18,1,0,0,0,0,0,0,0,0,0,0,0,0.771418569,1368330.5,1658546.397,4981145,2,2.14E+07,1256508.529,1638156.81,4981145,2,0,0,0,0,0,0,0,0,0,0,0,0.730817591,0.040600977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,VPN
134.221.96.2-255.21.3.244-0-0-0,134.221.96.2,0,255.21.3.244,0,0,27-11-2022 10:34,60569550,10,1,0,0,0,0,0,0,0,0,0,0,0,0.181609406,6056955,4784007.233,1.27E+07,4,4.85E+07,5393343.778,4559966.283,1.27E+07,4,0,0,0,0,0,0,0,0,0,0,0,0.16509946,0.016509946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,-1,-1,0,0,5349932,2574242.559,8279633,3449922,1.09E+07,3100572.587,1.27E+07,6300257,VPN
134.221.96.3-29.36.1.96-0-0-0,134.221.96.3,0,29.36.1.96,0,0,27-11-2022 10:38,389333,1,1,0,0,0,0,0,0,0,0,0,0,0,5.136990699,389333,0,389333,389333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56849535,2.56849535,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,VPN
134.221.96.1-147.177.2.39-0-0-0,134.221.96.1,0,147.177.2.39,0,0,27-11-2022 10:36,2069593,4,1,0,0,0,0,0,0,0,0,0,0,0,2.415933954,517398.25,552618.9001,1319400,59640,2009953,669984.3333,564257.3847,1319400,299660,0,0,0,0,0,0,0,0,0,0,0,1.932747163,0.483186791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,VPN
134.221.96.7-225.243.3.132-0-0-0,134.221.96.7,0,225.243.3.132,0,0,27-11-2022 10:36,16860937,5,1,0,0,0,0,0,0,0,0,0,0,0,0.35585211,3372187.4,3857652.48,1.01E+07,361139,1.65E+07,4124949.5,4008030.066,1.01E+07,1440283,0,0,0,0,0,0,0,0,0,0,0,0.296543425,0.059308685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,5340963,0,5340963,5340963,1.01E+07,0,1.01E+07,1.01E+07,VPN
134.221.96.3-29.36.1.212-0-0-0,134.221.96.3,0,29.36.1.212,0,0,27-11-2022 10:38,59220375,14,1,0,0,0,0,0,0,0,0,0,0,0,0.253291203,4230026.786,1.01E+07,3.88E+07,29902,5.38E+07,4142263.308,1.05E+07,3.88E+07,29902,0,0,0,0,0,0,0,0,0,0,0,0.236405122,0.01688608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,-1,-1,0,0,0,0,0,0,2.21E+07,2.37E+07,3.88E+07,5370952,VPN
134.221.96.1-245.175.3.160-0-0-0,134.221.96.1,0,245.175.3.160,0,0,27-11-2022 10:37,20910243,4,1,0,0,0,0,0,0,0,0,0,0,0,0.239117259,5227560.75,7512660.07,1.62E+07,178946,2.02E+07,6749812.667,8411693.444,1.62E+07,178946,0,0,0,0,0,0,0,0,0,0,0,0.191293808,0.047823452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,4680292,0,4680292,4680292,1.62E+07,0,1.62E+07,1.62E+07,VPN
192.168.1.38-192.168.1.103-49957-37277-17,192.168.1.103,37277,192.168.1.38,49957,17,27-11-2022 10:42,199593,3,1,1038,346,346,346,346,0,346,346,346,0,6934.110916,20.04078299,66531,115234.2063,199592,0,199592,99796,141132.8567,199592,0,0,0,0,0,0,0,0,0,0,24,8,15.03058725,5.010195748,346,346,346,0,0,0,0,0,0,0,0,0,0,0,432.5,346,346,0,0,0,0,0,0,3,1038,1,346,-1,-1,3,0,0,0,0,0,0,0,0,0,VPN
134.221.96.2-255.21.3.61-0-0-0,134.221.96.2,0,255.21.3.61,0,0,27-11-2022 10:34,65099916,32,1,0,0,0,0,0,0,0,0,0,0,0,0.506913096,2034372.375,1799169.051,5821097,29271,6.35E+07,2047729.516,1827295.831,5821097,29271,0,0,0,0,0,0,0,0,0,0,0,0.491552094,0.015361003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,-1,-1,0,0,1.49E+07,5969812.397,1.99E+07,8339848,5570376.667,221692.9485,5821097,5400270,VPN
134.221.96.3-29.36.3.102-0-0-0,134.221.96.3,0,29.36.3.102,0,0,27-11-2022 10:38,29309776,4,1,0,0,0,0,0,0,0,0,0,0,0,0.170591546,7327444,1.24E+07,2.60E+07,333295,3359676,1119892,762751.3817,1856321,333295,0,0,0,0,0,0,0,0,0,0,0,0.136473237,0.034118309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,0,0,0,0,2.60E+07,0,2.60E+07,2.60E+07,VPN
134.221.96.14-75.175.3.60-0-0-0,134.221.96.14,0,75.175.3.60,0,0,27-11-2022 10:34,4171436,5,1,0,0,0,0,0,0,0,0,0,0,0,1.438353603,834287.2,894837.0741,2039716,30842,2670164,667541,939298.9677,2039716,30842,0,0,0,0,0,0,0,0,0,0,0,1.198628002,0.2397256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,VPN
134.221.96.1-245.175.3.0-0-0-0,134.221.96.1,0,245.175.3.0,0,0,27-11-2022 10:36,29730890,17,1,0,0,0,0,0,0,0,0,0,0,0,0.605430917,1748875.882,2313827.633,8430248,4,2.93E+07,1830055.938,2364575.202,8430248,4,0,0,0,0,0,0,0,0,0,0,0,0.571795866,0.033635051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,-1,-1,0,0,6496276,3924851.343,9271565,3720987,7139573.5,1825289.383,8430248,5848899,VPN
134.221.96.1-245.175.3.28-0-0-0,134.221.96.1,0,245.175.3.28,0,0,27-11-2022 10:36,28740877,13,1,0,0,0,0,0,0,0,0,0,0,0,0.487111093,2210836.692,2347524.882,8610916,29140,2.67E+07,2222489.417,2451517.049,8610916,29140,0,0,0,0,0,0,0,0,0,0,0,0.452317443,0.034793649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,-1,-1,0,0,2910064,0,2910064,2910064,8610916,0,8610916,8610916,VPN
192.168.1.38-192.168.1.103-49265-45704-17,192.168.1.103,45704,192.168.1.38,49265,17,27-11-2022 10:14,201163,3,1,1038,346,346,346,346,0,346,346,346,0,6879.992842,19.88437237,67054.33333,112221.5709,196610,1,196611,98305.5,139023.5571,196610,1,0,0,0,0,0,0,0,0,0,24,8,14.91327928,4.971093094,346,346,346,0,0,0,0,0,0,0,0,0,0,0,432.5,346,346,0,0,0,0,0,0,3,1038,1,346,-1,-1,3,0,0,0,0,0,0,0,0,0,VPN
192.168.1.254-239.255.255.250-1900-1900-17,192.168.1.254,1900,239.255.255.250,1900,17,27-11-2022 10:39,94946901,2,1,202,101,101,101,101,0,101,101,101,0,3.191257396,0.031596608,4.75E+07,3539037.62,5.00E+07,4.50E+07,5.00E+07,5.00E+07,0,5.00E+07,5.00E+07,0,0,0,0,0,0,0,0,0,16,8,0.021064405,0.010532203,101,101,101,0,0,0,0,0,0,0,0,0,0,0,134.6666667,101,101,0,0,0,0,0,0,2,202,1,101,-1,-1,2,0,0,0,0,0,4.75E+07,3539037.62,5.00E+07,4.50E+07,VPN
192.168.1.38-192.168.1.103-54717-36624-17,192.168.1.103,36624,192.168.1.38,54717,17,27-11-2022 10:17,199655,3,1,1038,346,346,346,346,0,346,346,346,0,6931.957627,20.03455962,66551.66667,114628.8775,198913,0,199655,99827.5,140128.0579,198913,742,0,0,0,0,0,0,0,0,0,24,8,15.02591971,5.008639904,346,346,346,0,0,0,0,0,0,0,0,0,0,0,432.5,346,346,0,0,0,0,0,0,3,1038,1,346,-1,-1,3,0,0,0,0,0,0,0,0,0,VPN
